,timestamp,bng_subscribers,device_name,vendor,model,os,version,hw_revision,role,ip_address
41,1747259143,78354.19361810568,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
42,1747259443,77989.03308073322,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
43,1747259743,80251.69017958573,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
44,1747260043,19986.016623518164,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
45,1747260343,66058.17796766879,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
46,1747260643,69419.53274255349,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
47,1747260943,58561.837604694585,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
48,1747261243,59132.94048472959,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
49,1747261543,60382.16488180336,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
50,1747261843,45728.12540002178,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
51,1747262143,44693.59454497248,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
52,1747262443,43898.44328804018,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
53,1747262743,27913.06262462895,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
54,1747263043,28272.466917960683,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
55,1747263343,26402.19878313765,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
56,1747263643,23278.29075044661,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
57,1747263943,22176.929982793576,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
58,1747264243,22238.433531481678,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
59,1747264543,11235.980093581793,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
60,1747264843,11062.216135271348,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
61,1747265143,11371.540544769956,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
62,1747265443,8110.25199467786,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
63,1747265743,8452.404807269522,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
64,1747266043,8805.766036961804,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
65,1747266343,5543.332476574797,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
66,1747266643,1605.6949070856006,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
67,1747266943,5674.546663194382,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
68,1747267243,5238.447606972673,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
69,1747267543,5147.500639193231,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
70,1747267843,5097.44563259675,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
71,1747268143,5291.774195376137,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
72,1747268443,5219.26854809346,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
73,1747268743,5160.178078299413,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
74,1747269043,5153.693922027032,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
75,1747269343,4942.154578874399,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
76,1747269643,5162.608802537928,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
77,1747269943,4784.064240603102,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
78,1747270243,4800.977174202853,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
79,1747270543,4671.906271960778,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
80,1747270843,3883.1932933269004,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
81,1747271143,3956.3372925967487,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
82,1747271443,4064.519303435266,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
83,1747271743,3353.777452435133,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
84,1747272043,3397.8253195183597,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
85,1747272343,974.7704902712953,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
86,1747272643,3489.6515656608276,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
87,1747272943,3373.187427201291,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
88,1747273243,3373.5387774066603,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
89,1747273543,2828.201111934541,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
90,1747273843,2792.9294374780734,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
91,1747274143,2887.0303711260335,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
92,1747274443,2739.439419173163,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
93,1747274743,2584.80978976599,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
94,1747275043,2596.865788480198,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
95,1747275343,2533.2518127408903,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
96,1747275643,2571.7343464439896,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
97,1747275943,2533.491720417029,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
98,1747276243,2031.6987742018894,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
99,1747276543,2082.948288297486,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
100,1747276843,1977.4909641925665,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
101,1747277143,2070.036036090216,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
102,1747277443,1998.6128653274259,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
103,1747277743,1997.6924537590533,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
104,1747278043,1779.6544734891854,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
105,1747278343,1787.911433466917,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
106,1747278643,1824.9661879932974,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
107,1747278943,1816.016999439172,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
108,1747279243,1797.7551340495434,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
109,1747279543,1746.3795830038841,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
110,1747279843,1524.3996321086645,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
111,1747280143,1561.1897427729466,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
112,1747280443,1503.441305830493,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
113,1747280743,1583.6587756015967,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
114,1747281043,1562.9683238348791,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
115,1747281343,1543.0814791200837,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
116,1747281643,1263.2716657897133,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
117,1747281943,1278.9174682559335,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
118,1747282243,1345.816168281053,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
119,1747282543,1552.882998854361,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
120,1747282843,1472.692169480424,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
121,1747283143,1634.7171705315181,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
122,1747283443,1539.0760589457261,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
123,1747283743,1615.107894417304,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
124,1747284043,1606.8428549289788,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
125,1747284343,1993.2410416660005,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
126,1747284643,2026.5778944606866,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
127,1747284943,2069.9397859173623,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
128,1747285243,2580.4342705573367,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
129,1747285543,2534.653598009416,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
130,1747285843,2560.9152917276883,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
131,1747286143,2886.5756480287505,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
132,1747286443,2905.0269881329396,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
133,1747286743,2863.06498971237,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
134,1747287043,3709.0497781252684,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
135,1747287343,3600.11848075546,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
136,1747287643,3742.712042546693,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
137,1747287943,4069.5846081147783,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
138,1747288243,4320.609268918032,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
139,1747288543,4098.60144360119,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
140,1747288843,4520.2787807785135,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
141,1747289143,4725.6732194560245,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
142,1747289443,4642.3421815467,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
143,1747289743,5179.836835357951,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
144,1747290043,5302.398927900682,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
145,1747290343,5481.145530462162,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
146,1747290643,7994.128430325911,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
147,1747290943,7869.636026937591,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
148,1747291243,7533.427166502609,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
149,1747291543,8644.949825060157,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
150,1747291843,8942.924378066735,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
151,1747292143,9072.912227102977,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
152,1747292443,10418.699683114444,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
153,1747292743,10144.328816743759,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
154,1747293043,10743.144562424364,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
155,1747293343,12890.12102551746,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
156,1747293643,13065.630000271087,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
157,1747293943,13505.036836642355,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
158,1747294243,14902.901625203298,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
159,1747294543,16265.097536361382,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
160,1747294843,14911.74291023031,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
161,1747295143,18428.43076010389,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
162,1747295443,17723.823699616343,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
163,1747295743,18016.09076122919,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
164,1747296043,20605.726441094514,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
165,1747296343,20855.74746334524,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
166,1747296643,20745.14643787718,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
167,1747296943,23221.976269065755,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
168,1747297243,23537.775424469008,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
169,1747297543,23639.923464495198,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
170,1747297843,28983.335562733504,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
171,1747298143,28134.916110052178,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
172,1747298443,28824.85272458227,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
173,1747298743,32950.47561322672,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
174,1747299043,32523.23490285296,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
175,1747299343,32990.28839246151,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
176,1747299643,33250.99587058546,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
177,1747299943,36414.69899495299,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
178,1747300243,35285.32674430199,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
179,1747300543,35674.87474676154,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
180,1747300843,35315.18054960517,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
181,1747301143,34832.15115522462,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
182,1747301443,38413.84720626293,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
183,1747301743,68006.03194256437,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
184,1747302043,39759.33488736028,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
185,1747302343,40187.87759821789,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
186,1747302643,40815.00278462131,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
187,1747302943,42986.630342125514,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
188,1747303243,46260.37427721812,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
189,1747303543,46908.21205106292,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
190,1747303843,48689.87121661814,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
191,1747304143,47203.14599365277,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
192,1747304443,48330.14922671419,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
193,1747304743,50948.81037104079,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
194,1747305043,54325.06498299564,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
195,1747305343,56308.50984024548,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
196,1747305643,52114.82057550603,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
197,1747305943,57939.36926419862,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
198,1747306243,55053.84443051395,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
199,1747306543,55056.95719383503,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
200,1747306843,59610.74271239356,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
201,1747307143,60203.47141029141,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
202,1747307443,60226.88890824413,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
203,1747307743,65847.5343395071,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
204,1747308043,63351.68160758871,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
205,1747308343,64837.63400518355,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
206,1747308643,70279.18985473822,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
207,1747308943,69872.70263778386,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
208,1747309243,69722.58204442848,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
209,1747309543,76690.50391068941,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
210,1747309843,74936.44902109569,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
211,1747310143,76215.58921907782,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
212,1747310443,77161.78112569812,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
213,1747310743,79361.08205901503,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
214,1747311043,73317.41890724692,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
215,1747311343,80629.2615886272,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
216,1747311643,83648.34602779492,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
217,1747311943,85056.76479121325,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
218,1747312243,88989.6257367954,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
219,1747312543,94031.59823084802,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
220,1747312843,89782.33131971775,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
221,1747313143,88967.26843225285,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
222,1747313443,93379.1924709809,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
223,1747313743,93793.39015337302,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
224,1747314043,95660.65074707818,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
225,1747314343,94992.5541125449,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
226,1747314643,96053.51397614072,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
227,1747314943,99304.54410418807,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
228,1747315243,92792.45381768444,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
229,1747315543,98250.95184655006,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
230,1747315843,101058.51752652196,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
231,1747316143,104848.91683899226,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
232,1747316443,101953.13218514004,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
233,1747316743,112655.84824843281,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
234,1747317043,111970.47429079519,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
235,1747317343,111509.72031810357,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
236,1747317643,108884.9280348813,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
237,1747317943,106010.85385267045,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
238,1747318243,107749.9929334469,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
239,1747318543,115510.58405041859,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
240,1747318843,113857.60824545077,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
241,1747319143,120720.51980179829,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
242,1747319443,122625.82235336545,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
243,1747319743,116180.81316621284,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
244,1747320043,117218.2708661178,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
245,1747320343,115226.51160832125,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
246,1747320643,115179.67047314164,PE-4,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.4
