Device_ID,Operating_Temperature_Nominal,Operating_Humidity_Nominal,Fan_Speed,Version,CPU,Memory,Failure_Last6Months
ISR1000-0068,35.74550643679771,61.519612595026004,7039.766965812432,17.12,54.21884920788617,88.76944429424907,0
ISR1000-0069,44.86886936600517,57.2426930946056,7878.663371910195,17.9,60.02673215563081,89.62679785669606,1
ISR1000-0070,42.722447692966576,62.12179221347536,8410.345362137436,17.9,45.169596136048895,88.01377874164142,0
ISR1000-0071,36.98715681534173,57.372490874968,7863.211266813818,17.12,45.76867056426012,92.47609380176252,1
ISR1000-0072,35.05522117123603,58.25399698159268,7582.254889309783,17.15,41.226058487994365,90.02720390092479,1
ISR1000-0073,43.154614284548344,62.464914051180244,7964.93232766353,17.9,45.06805189216494,87.32212695146818,0
ISR1000-0074,42.06857343847617,61.49632899047215,7687.379335737275,17.12,48.35771017095876,93.99574573274569,1
ISR1000-0075,42.29007168040987,63.49223410494178,7818.425183973903,17.12,45.310314528302406,88.83891221373212,1
ISR1000-0076,42.71270346685946,61.57612892300343,8412.197213164787,17.15,42.66107601271167,90.43552861113989,1
ISR1000-0077,35.74044651734091,60.68308603335471,7579.153956701161,17.9,43.61907613301803,94.06472110964548,1
ISR1000-0078,38.584657285442724,55.93674767828092,8441.78584573587,17.9,53.823363040981775,91.24237995913992,1
ISR1000-0079,36.1586905952513,58.677158030594335,8358.025962934096,17.12,46.19001155217377,86.16898040708364,1
ISR1000-0080,43.63103425875593,57.65202367681725,7293.686702183944,17.12,50.92809583144226,94.39832123613475,1
ISR1000-0081,41.23298126827558,57.439896433790835,7104.041951312748,17.15,55.10251812564571,91.27708053071417,1
ISR1000-0082,38.308980248526495,64.73010554752446,7151.16700206614,17.15,60.71184485888096,88.34905614657086,1
ISR1000-0083,35.635583502860236,58.9309772466676,7027.332738477325,17.9,41.17936419523297,86.39272072663387,0
ISR1000-0084,38.109823217156624,63.92046555177113,7141.664441133893,17.9,63.98231196727128,92.94025189270296,0
ISR1000-0085,38.25183322026747,61.31138625997263,8024.510160124535,17.12,58.83701168472723,91.20072755928514,1
ISR1000-0086,42.29606178338064,62.94811303541648,7106.782972690344,17.9,42.45277095846616,90.33461091976322,0
ISR1000-0087,41.37557471355213,60.02637093105192,7478.463445440642,17.15,66.20735872320331,93.93892583050958,0
ISR1000-0088,43.87212742576327,60.76903884626359,8267.312966454181,17.15,67.6261720159544,92.88597211224531,1
ISR1000-0089,39.72214925161949,59.92517693818864,7034.907903603739,17.12,41.83233879564591,86.51674879732751,1
ISR1000-0090,36.19594245938302,56.95242987798044,8221.702723883403,17.15,48.30632944441611,88.11722067795549,1
ISR1000-0091,42.132447872229946,62.224521152615054,7422.7821621601,17.15,64.18603839379185,87.48489139814465,1
ISR1000-0092,42.60785048616897,57.80772362440856,7177.247241432485,17.15,62.447790711509754,92.43946292572677,1
ISR1000-0093,40.61277197569496,55.24315966431454,8045.105748046226,17.15,45.53563058069132,85.3353243473578,1
ISR1000-0094,42.70967179954561,61.45472295907168,7943.414270169826,17.12,46.28047970010131,90.69889684871316,1
ISR1000-0095,39.93795596364391,56.77110679407049,8316.20802029058,17.12,51.11416308374146,92.62458685740691,1
ISR1000-0096,40.22732829381994,64.40458584352915,8102.606565705829,17.9,54.53568955573064,93.76765636761749,1
ISR1000-0097,39.27541018358549,64.53928577002587,8205.221395577273,17.15,58.54764314590888,88.42081748715907,1
ISR1000-0098,35.25419126744095,64.14864390220448,7423.051858856959,17.9,51.067409187093176,93.21257304672012,1
ISR1000-0099,36.078914269933044,58.70158700255445,7266.159315669584,17.12,53.876041483994435,86.10631736955207,1
ISR1000-0100,35.31429185686734,55.15456616528867,8125.922127461287,17.12,62.4241281440127,93.46452291734518,1
ISR1000-0101,41.364104112637804,64.28318562587725,8210.252108900895,17.12,41.10049608671794,86.27488662331983,1
ISR1000-0102,38.143559810763264,59.281841483173146,8485.75771300101,17.12,47.57310833032062,88.97287290560368,1
ISR1000-0103,40.08570691164703,64.6665481904367,7618.9265153671395,17.12,61.40048757653658,92.97295365779553,1
ISR1000-0104,44.07566473926093,64.63619977089253,7558.027128689175,17.12,66.85620513061598,86.49917427348774,0
ISR1000-0105,37.49292229148875,63.5300945546736,8164.619441112995,17.12,55.35032326346998,87.29251395232642,1
ISR1000-0106,39.1038292303563,57.94448892069586,7511.205310379527,17.15,55.96340455795947,92.22252568393066,1
ISR1000-0107,42.555511385430485,58.85097728601925,8396.135988405347,17.9,43.21516034019328,92.20036536546074,1
ISR1000-0108,37.28798165491622,63.51136671516857,8287.619127764518,17.12,53.422371004703635,91.41147632885297,1
ISR1000-0109,35.76979909828793,58.169220051562775,7643.491041062527,17.15,55.9785179936507,91.939484444671,1
ISR1000-0110,37.89751452913768,56.694927466860925,8126.306601687246,17.15,47.27411510904189,90.42724443347596,0
ISR1000-0111,36.61221287254004,60.5680126245835,8131.814311127024,17.9,48.07729692848143,87.51799058906953,1
ISR1000-0112,44.29697652342573,64.36154774160781,7154.6858032538985,17.12,51.31852489313868,88.4569599350392,1
ISR1000-0113,43.08120379564417,61.96029796674973,8353.82936001935,17.9,40.602135933331795,86.81597716801426,1
ISR1000-0114,41.33403756510423,60.700611700893646,7757.878558671786,17.12,49.66237496749535,94.08450561333629,1
ISR1000-0115,43.71460590187718,55.97176493770768,8239.686199161613,17.15,46.34344020989634,90.8339179476612,0
ISR1000-0116,43.036720768991145,61.1500722669917,7480.074401545918,17.15,49.824920565337436,89.0085141676364,1
ISR1000-0117,36.865700588860356,64.90053850104263,8343.2848427443,17.15,43.59286395457754,89.62005803644132,1
ISR1000-0118,43.92558998489978,56.40084015236524,7583.8025181012445,17.15,66.71581842219685,94.47283339611815,1
ISR1000-0119,40.39342241915651,60.18329652363737,7016.256477220448,17.9,57.80777360662146,86.5335140311608,0
ISR1000-0120,43.07440155164063,63.773730719279556,8358.072964628896,17.12,60.37306957433469,90.86229832016797,1
ISR1000-0121,43.960912999234935,62.40768617754205,7136.9300151792,17.12,63.67513715822015,90.05888678884466,0
ISR1000-0122,38.18003474971864,61.97015740995268,7478.970456385622,17.9,54.953265967871715,91.11454235434648,1
ISR1000-0123,36.100519245276764,62.02484083987109,8425.092950576207,17.12,42.60760864262271,85.1811018382084,0
ISR1000-0124,37.279351625419416,58.594911512197555,8425.910720406335,17.15,56.113196254556435,93.72123908944151,1
ISR1000-0125,39.27107788626256,57.93591844264493,7860.156832184929,17.12,57.60523354062637,94.32118282483613,1
ISR1000-0126,43.18014765922493,63.093611554785134,7947.755818254699,17.15,62.3631842255299,90.6513318358921,1
ISR1000-0127,43.60730583256343,63.101133946791805,7672.668282967479,17.9,52.94978638689038,91.96650823876892,1
ISR1000-0128,35.06952130531191,63.67072318580104,7439.816157547097,17.12,43.82740908386691,94.22499381177296,1
ISR1000-0129,40.10747302577566,64.1324055255647,7492.996818054874,17.9,48.51327717396173,92.07238634313399,1
ISR1000-0130,39.17411003148779,60.11342398860938,8008.777684115557,17.12,50.892468891959055,86.52539042914262,0
ISR1000-0131,37.2210781047073,60.015162946871996,8128.56179415652,17.15,59.377517239948034,90.76288360166814,0
ISR1000-0132,36.19865367333683,62.98295178966775,8187.368565588773,17.9,57.12334914006736,91.06715046382855,1
ISR1000-0133,38.37615171403628,61.49963930777765,8184.427214191831,17.12,50.68290177693539,89.24130671302386,1
ISR1000-0134,44.429097039125196,62.019668772577035,7136.809154573036,17.15,69.59545746378939,92.36444235624722,1
ISR1000-0135,38.23202932020755,62.95792669436101,7741.630457053872,17.9,58.173244580706616,94.34367014769015,1
ISR1000-0136,40.187906217433664,63.90005341817566,7086.338140024966,17.9,47.11680375207983,94.25568512906776,1
ISR1000-0137,42.03018958895178,58.37995156851536,7824.293323485604,17.12,43.05347417861211,89.50839371404132,0
ISR1000-0138,38.63629602379294,58.75582952639944,7662.295752060066,17.12,44.58577417552996,86.13238045840755,1
ISR1000-0139,44.71782082720961,55.93981939840869,8331.556274137449,17.12,47.37873185153524,94.84841198962334,1
ISR1000-0140,44.62447294942111,60.78280140996174,7526.372518828118,17.15,44.82044119778667,93.38898086445934,1
ISR1000-0141,37.51782295825364,55.35942273796742,7175.600524641409,17.12,45.59701072153917,86.24662681203267,1
ISR1000-0142,39.97248505892385,59.6559801813246,7214.487523079254,17.9,48.55285506081541,94.20841882617373,0
ISR1000-0143,38.0087830981677,60.42644634707577,8142.265947576208,17.9,45.20120785884264,93.69896362062129,0
ISR1000-0144,38.74540118847362,63.58412751843012,7758.833018326699,17.9,85.30387059696837,48.57720367717481,0
ISR1000-0145,44.50714306409916,59.28994027375018,7917.181353151972,17.12,94.30948695506977,64.47840816905853,1
ISR1000-0146,42.31993941811405,62.508710677914976,7027.16527573126,17.15,91.8952675103156,65.84109989090308,0
ISR1000-0147,40.98658484197037,62.54542874084682,8308.185863416227,17.12,91.76513385777247,65.39543016070834,0
ISR1000-0148,36.560186404424364,56.03123868835932,8398.177423725418,17.15,87.15675152397718,67.56779600918664,0
ISR1000-0149,36.55994520336203,64.02552906679567,7847.699775383813,17.15,91.58885470232657,47.56723060520085,1
ISR1000-0150,35.580836121682,60.05252372447857,8044.976235815338,17.12,88.93864405654159,62.65125786238835,0
ISR1000-0151,43.66176145774935,63.26457466107742,8383.749071765944,17.15,91.51232977041492,53.8161849182242,1
ISR1000-0152,41.01115011743209,58.20049601030612,8060.857951470098,17.15,86.06593030307991,65.25995658670185,1
ISR1000-0153,42.08072577796045,63.95523228496201,7228.808564371392,17.9,91.57845304603036,61.85472031484839,0
ISR1000-0154,35.205844942958024,58.89201678734163,7864.43254025022,17.15,94.99413725770667,63.293423394991734,0
ISR1000-0155,44.699098521619945,55.108376514802984,7910.072569574284,17.15,85.48212038860557,59.68485513043214,0
ISR1000-0156,43.324426408004214,64.05381976419264,7636.196006953579,17.15,94.77174184221317,45.3228630840912,0
ISR1000-0157,37.12339110678276,55.91286676786134,8104.666353437085,17.9,89.0690796072287,56.350807566908145,0
ISR1000-0158,36.818249672071005,58.193136375904146,8401.550522153522,17.12,93.70753450337259,69.54009218573525,1
ISR1000-0159,36.83404509853434,64.50061967050804,8388.352769360165,17.9,92.82385484058274,68.12164199491357,0
ISR1000-0160,38.042422429595376,64.50607146937556,7676.259057106198,17.9,90.67016260986668,41.29521207391035,1
ISR1000-0161,40.24756431632238,60.734378881232864,7169.857068761133,17.12,92.38449209251327,44.944444471883116,0
ISR1000-0162,39.31945018642116,61.31837212169799,8477.261798443502,17.9,93.78515561301347,43.951863203636854,0
ISR1000-0163,37.91229140198042,59.4844552197832,8258.3471296689,17.12,89.04140321651033,61.779397299558866,0
ISR1000-0164,41.118528947223794,57.932107716980646,7186.9940218049005,17.9,88.27033161563239,64.53355989570835,0
ISR1000-0165,36.39493860652042,58.28664545369916,8381.26282392606,17.12,91.67593385563585,46.40534098932016,1
ISR1000-0166,37.921446485352185,61.72518456077039,8304.844543093193,17.15,93.07845941941258,55.17558078855487,0
ISR1000-0167,38.663618432936914,62.5237452943768,7778.257085689108,17.9,92.62285134776616,65.221090840336,0
ISR1000-0168,39.56069984217036,62.91579043725849,7886.913153617394,17.9,92.97813648858634,61.98404634298752,0
ISR1000-0169,42.851759613930135,62.896181427945535,7598.504055805195,17.9,89.35583314812934,56.26711616475545,0
ISR1000-0170,36.9967378215836,55.9120610304869,7082.142458233047,17.9,93.17834216175021,57.71043071376319,0
ISR1000-0171,40.142344384136116,59.944203047025816,7502.795862468852,17.15,86.20209055370609,55.2508164074884,0
ISR1000-0172,40.92414568862043,55.57558760016644,8204.280172897017,17.9,90.4448909796085,48.92645353956462,1
ISR1000-0173,35.46450412719998,60.49528882323735,7006.948034506904,17.15,85.05758660498121,56.95065978577048,0
ISR1000-0174,41.07544851901439,59.41530501373377,7500.248757536716,17.15,88.2458582990027,60.666559061502724,1
ISR1000-0175,36.705241236872915,63.877041827583,7597.253040386415,17.15,88.66461534871398,66.19968747582423,0
ISR1000-0176,35.650515929852794,58.50915012552079,7806.0934044068845,17.15,88.96172691609256,59.08874061937745,0
ISR1000-0177,44.48885537253334,56.17067016427606,8379.783424619141,17.12,91.95467206689862,62.83364611129474,0
ISR1000-0178,44.656320330745594,56.42991682052836,7519.518991548942,17.12,88.88558101270345,44.80214904863719,0
ISR1000-0179,43.08397348116461,62.61510631717472,7520.429802844342,17.9,89.48693622622531,53.8467242325937,0
ISR1000-0180,38.046137691733705,61.18218063316261,8106.251872164623,17.12,87.37544130874328,40.2799485948128,0
ISR1000-0181,35.97672114006384,56.0112267612279,7678.3269113347105,17.12,88.7325179162934,47.40036593564869,0
ISR1000-0182,41.84233026512157,55.841068061149976,7336.907234409973,17.9,87.27269627263152,61.79385145339015,0
ISR1000-0183,39.40152493739601,62.0096913145912,7678.65927419904,17.9,85.73195923768444,69.7542985404809,0
ISR1000-0184,36.220382348447785,55.72763006364193,7211.285530569699,17.9,91.03448593381378,42.97534298761648,1
ISR1000-0185,39.9517691011127,63.21860059290356,7264.580479759335,17.12,91.68212798555017,52.04482947583865,0
ISR1000-0186,35.343885211152184,62.06242227156496,7747.55165910922,17.12,91.19490346009614,64.00212906097478,0
ISR1000-0187,44.09320402078782,55.813487806419,7628.388174256822,17.9,89.63494043800573,46.12106903886696,0
ISR1000-0188,37.58779981600017,55.848377140851916,8372.26885160215,17.15,88.7978578017923,56.652548479068585,0
ISR1000-0189,41.62522284353982,64.86639578501175,7543.5908486749495,17.9,93.63333649571825,61.992138880890245,0
ISR1000-0190,38.11711076089411,58.7427079575612,7870.882525417065,17.15,90.19081785136218,58.479563507805366,0
ISR1000-0191,40.200680211778106,58.70642147066891,7948.396431879296,17.15,89.7918187762973,45.640742038462484,0
ISR1000-0192,40.467102793432794,63.127995672575025,7019.6416848825,17.9,85.25642065806436,50.661537060572186,0
ISR1000-0193,36.84854455525527,64.47248577383859,7995.306058025066,17.9,88.41247827626157,63.513753534561914,0
ISR1000-0194,44.695846277645586,64.86001063822872,7267.0539503046275,17.9,88.80195618785856,56.6267954239605,0
ISR1000-0195,42.75132823361115,62.533781852589414,8441.605476204182,17.12,88.988227808969,40.15688840628738,0
ISR1000-0196,44.39498941564189,58.76259585530916,7222.994091629669,17.15,90.80172369227333,62.829722800842816,0
ISR1000-0197,43.948273504276486,55.835007166986685,7621.936185590535,17.12,90.33602546726878,41.05934064820717,0
ISR1000-0198,40.978999788110855,62.77146915927437,7128.024502117966,17.12,91.07905092793445,62.37201348193696,1
ISR1000-0199,44.21874235023117,60.58404249735805,8495.311377768921,17.9,92.64883261542128,46.074416804957124,0
ISR1000-0200,35.8849250205192,59.242220092469765,7753.292515496863,17.12,93.12985738716094,68.74220440358141,0
ISR1000-0201,36.95982862419145,64.06354385094735,7893.077525980066,17.9,92.18123076226495,51.03822253906253,0
ISR1000-0202,35.45227288910538,56.111974823061516,7100.614716082641,17.15,94.55523695954935,49.80794849014237,1
ISR1000-0203,38.25330330763264,59.92625104290859,8124.940705598767,17.9,85.18232582676362,44.46664150997334,0
ISR1000-0204,38.88677289689482,55.11353644767419,7314.858389643378,17.12,86.95777985683546,49.16812646470645,0
ISR1000-0205,37.71349031773896,59.68660641994126,8347.081434161071,17.12,85.07562874978142,66.29952285484602,0
ISR1000-0206,43.287375091519294,55.56303275681837,7307.709460723011,17.9,91.47474714154603,69.89003012881741,0
ISR1000-0207,38.5675332669359,56.18817916268072,7286.0315809955,17.9,93.98030548949987,51.04928591520545,0
ISR1000-0208,37.809345096873805,56.17526246777105,7054.824501772142,17.12,87.43482296576299,53.458318928636274,0
ISR1000-0209,40.426960831582484,61.49210302116064,7708.1004176649985,17.15,94.27034544796307,61.66212814608211,1
ISR1000-0210,36.40924224974763,62.46044879265423,7847.261699893925,17.15,85.6026739028956,66.58587341395224,0
ISR1000-0211,43.0219698075404,60.8336876509716,7098.562959142529,17.9,94.34436026805514,57.79133002560353,1
ISR1000-0212,35.74550643679771,64.62172548474541,8163.291425042516,17.15,88.51622687239635,51.74577094533488,1
ISR1000-0213,44.86886936600517,58.74870579523704,7679.933252122041,17.12,86.01420828449217,52.378655225458715,0
ISR1000-0214,42.722447692966576,57.857120862818604,7786.58540399137,17.9,89.85871759186325,60.868544394904205,0
ISR1000-0215,36.98715681534173,63.6859912818946,7661.144120407343,17.12,87.56776567720507,40.09654790812836,0
ISR1000-0216,35.05522117123603,57.23595838519453,7601.144591312989,17.12,87.84872901961923,58.587680123795224,0
ISR1000-0217,43.154614284548344,64.6322253944061,7839.460496962327,17.15,88.07289964926287,50.66479031324072,0
ISR1000-0218,42.06857343847617,55.12154474689817,7232.860368896068,17.9,93.03025897832663,63.82591993831252,1
ISR1000-0219,42.29007168040987,64.6987882670764,7272.892195742907,17.9,90.39161276675254,42.789719194693966,1
ISR1000-0220,42.71270346685946,55.43159911950576,8292.678431520277,17.15,88.11307699156004,57.646068008451714,0
ISR1000-0221,35.74044651734091,63.91143113698071,8419.17319320045,17.12,91.10333783310918,54.42918669658371,0
ISR1000-0222,38.584657285442724,60.277011090863,7559.963974419629,17.12,92.16150674223194,59.26976577715682,1
ISR1000-0223,36.1586905952513,64.929647961193,7406.117009715331,17.12,87.72624000733533,41.94560783448905,1
ISR1000-0224,43.63103425875593,55.73796564735399,7965.999314858524,17.12,89.13549101525352,57.39951362284394,1
ISR1000-0225,41.23298126827558,60.53854284401321,7613.1012566471445,17.9,86.21886093336947,56.84453763878571,0
ISR1000-0226,38.308980248526495,64.69302535619099,7038.079533490517,17.9,86.81149349534681,56.819802832485124,0
ISR1000-0227,35.635583502860236,60.23097844170149,7234.228896049285,17.15,91.81117853964983,58.104629997893646,0
ISR1000-0228,38.109823217156624,61.293986381352624,8073.958343271096,17.15,86.81438347695627,60.294038116790865,0
ISR1000-0229,38.25183322026747,61.95748688984617,7988.3859128652275,17.9,90.2516338366706,64.14966999042309,0
ISR1000-0230,42.29606178338064,59.545410647677734,7040.643988755225,17.9,92.09046261722433,48.094621603846434,0
ISR1000-0231,41.37557471355213,61.275580800840636,7332.9582428994245,17.12,86.06876923094744,64.75148230540186,0
ISR1000-0232,43.87212742576327,60.843143119231,7346.612194882107,17.12,90.67312219628903,54.947670467903606,0
ISR1000-0233,39.72214925161949,64.01158010490988,8007.839115398093,17.15,87.56562783701364,42.31174837402993,0
ISR1000-0234,36.19594245938302,55.454463803414576,7029.565806631546,17.9,94.6292687523758,41.75652787731938,0
ISR1000-0235,42.132447872229946,57.8096318959223,7156.162872976861,17.15,89.83545646719925,50.027149560881824,0
ISR1000-0236,42.60785048616897,64.5041148407656,8199.874128059784,17.9,93.05992549775158,63.54690931334403,0
ISR1000-0237,40.61277197569496,63.902637838909165,7267.8169930815,17.12,90.50226542156261,61.23042804222747,0
ISR1000-0238,42.70967179954561,59.556567527857126,7979.119161777812,17.15,85.43412532854819,63.65844894017219,1
ISR1000-0239,39.93795596364391,61.20132597801537,7357.2741715700895,17.15,91.33151375594022,55.51807169324828,0
ISR1000-0240,40.22732829381994,57.77381182981133,7149.162089139018,17.9,94.51403342206657,53.205969938664715,0
ISR1000-0241,39.27541018358549,56.881211597237616,7364.758286499181,17.12,91.01611820146331,44.42357580118852,0
ISR1000-0242,35.25419126744095,59.63698404939982,8083.400397783489,17.15,93.19188859426791,49.84578260827935,1
ISR1000-0243,36.078914269933044,58.53352228026053,8283.544702159428,17.12,93.84206463348409,53.020580985216256,0
ISR1000-0244,35.31429185686734,60.83656111850872,8245.329796850487,17.15,87.28079771948933,42.65801289038852,0
ISR1000-0245,41.364104112637804,55.77734636964985,7595.775294427682,17.12,87.12044839908226,46.61835858133634,0
ISR1000-0246,38.143559810763264,64.74394807666167,8002.12770485597,17.9,91.10980988850991,57.94675882191217,0
ISR1000-0247,40.08570691164703,64.86210744479602,7307.476443123732,17.15,89.11028469806705,62.0698934271757,0
ISR1000-0248,44.07566473926093,61.98161714019745,7439.72159539152,17.15,93.3986130286672,69.95042534178849,0
ISR1000-0249,37.49292229148875,60.360963663441204,8344.50372778168,17.12,94.00023123398012,67.99339994030673,1
ISR1000-0250,39.1038292303563,58.09527616286328,7019.502885266104,17.12,88.53421379302718,59.27695598605575,0
ISR1000-0251,42.555511385430485,63.137950197069486,7128.262796281702,17.15,87.36870558974482,52.637441598822164,1
