,timestamp,bng_subscribers,device_name,vendor,model,os,version,hw_revision,role,ip_address
57,1759293901,1210.8836755125276,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
58,1759294201,1338.7373523689018,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
59,1759294501,172.78324460490595,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
60,1759294801,1631.8467102379298,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
61,1759295101,1699.467223030378,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
62,1759295401,1541.6103383047252,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
63,1759295701,1774.1907240825558,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
64,1759296001,1736.2434810237917,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
65,1759296301,1766.371151347614,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
66,1759296601,2151.6895771159056,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
67,1759296901,2092.7548402858033,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
68,1759297201,1980.573613085356,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
69,1759297501,2432.3817189759116,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
70,1759297801,2380.243857089011,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
71,1759298101,2745.849536877559,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
72,1759298401,2916.940589180431,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
73,1759298701,2874.3733271877563,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
74,1759299001,3151.126376190045,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
75,1759299301,3267.4430395627123,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
76,1759299601,2919.6235817472284,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
77,1759299901,3024.763780158807,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
78,1759300201,4912.316403874687,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
79,1759300501,5056.7897265283445,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
80,1759300801,4881.234667216987,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
81,1759301101,5523.250914233699,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
82,1759301401,5116.720864698688,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
83,1759301701,5318.413284399884,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
84,1759302001,6534.955463503724,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
85,1759302301,6608.112299312847,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
86,1759302601,6569.304638599677,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
87,1759302901,6814.076674765409,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
88,1759303201,7319.920701715238,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
89,1759303501,8179.097336724949,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
90,1759303801,9131.503722005895,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
91,1759304101,9947.918783552168,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
92,1759304401,9836.318107436648,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
93,1759304701,10503.810842483623,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
94,1759305001,11325.313140762852,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
95,1759305301,619.8626388208056,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
96,1759305601,12192.902000483944,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
97,1759305901,13348.715036127613,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
98,1759306201,12382.16030514054,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
99,1759306501,13308.581485918805,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
100,1759306801,14834.04571048588,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
101,1759307101,12471.359978568496,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
102,1759307401,18485.947898104743,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
103,1759307701,17076.04965562322,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
104,1759308001,16405.08961655918,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
105,1759308301,21575.300245945647,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
106,1759308601,21599.30128712747,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
107,1759308901,20673.068346961227,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
108,1759309201,19477.859943055166,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
109,1759309501,21054.548608763384,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
110,1759309801,18485.004918905426,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
111,1759310101,21330.25482589196,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
112,1759310401,20000.390108980035,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
113,1759310701,23040.506522112108,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
114,1759311001,22742.171296631426,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
115,1759311301,20257.385974895347,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
116,1759311601,23857.090566107247,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
117,1759311901,24028.855585824225,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
118,1759312201,25099.09379999163,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
119,1759312501,23147.180750264994,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
120,1759312801,27918.800578890885,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
121,1759313101,27036.193628153684,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
122,1759313401,27938.14116626005,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
123,1759313701,27280.956290089394,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
124,1759314001,31527.413735842278,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
125,1759314301,28152.798513349855,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
126,1759314601,33322.413962947525,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
127,1759314901,33461.63262139592,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
128,1759315201,32202.715653012372,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
129,1759315501,35049.47368912996,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
130,1759315801,37037.23643619843,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
131,1759316101,31146.918165419967,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
132,1759316401,36990.326604379516,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
133,1759316701,33805.41248384234,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
134,1759317001,34394.95009788205,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
135,1759317301,39352.252365959386,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
136,1759317601,38329.67790908431,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
137,1759317901,40007.42792207008,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
138,1759318201,42487.682601954904,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
139,1759318501,41475.08974630653,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
140,1759318801,40647.09261822513,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
141,1759319101,43957.06698154888,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
142,1759319401,47462.54329338502,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
143,1759319701,42274.09722827165,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
144,1759320001,49981.35685645298,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
145,1759320301,43187.39662569616,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
146,1759320601,43189.68525396505,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
147,1759320901,45521.103668770425,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
148,1759321201,46386.19189461654,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
149,1759321501,46809.779555327616,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
150,1759321801,58120.12209092256,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
151,1759322101,56732.257145021766,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
152,1759322401,57596.1040678996,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
153,1759322701,53407.17071070678,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
154,1759323001,53464.8631002659,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
155,1759323301,53816.4418438521,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
156,1759323601,58001.33405784312,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
157,1759323901,62877.43538041566,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
158,1759324201,55672.51779111469,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
159,1759324501,53369.92826414337,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
160,1759324801,54974.82138978114,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
161,1759325101,2889.620357180254,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
162,1759325401,62020.658578572045,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
163,1759325701,62672.013280500134,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
164,1759326001,61388.44649209034,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
165,1759326301,68000.94462455688,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
166,1759326601,61442.08148332526,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
167,1759326901,60952.763356312855,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
168,1759327201,62193.383531275955,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
169,1759327501,66876.6793222944,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
170,1759327801,70339.44133056293,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
171,1759328101,69969.76472134364,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
172,1759328401,74291.39671513677,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
173,1759328701,66285.82790646456,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
174,1759329001,63936.36836286005,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
175,1759329301,64858.64727544836,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
176,1759329601,70411.17922775468,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
177,1759329901,64260.2798264924,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
178,1759330201,66788.36000687613,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
179,1759330501,64103.12632691476,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
180,1759330801,68210.17568142299,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
181,1759331101,69977.18439174074,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
182,1759331401,64232.66692179591,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
183,1759331701,67899.72467316421,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
184,1759332001,66864.59715929565,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
185,1759332301,59228.784230324934,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
186,1759332601,68166.0076029765,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
187,1759332901,60952.727625154286,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
188,1759333201,64179.48493148152,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
189,1759333501,55627.084015490844,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
190,1759333801,59484.748688953645,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
191,1759334101,57789.96000039991,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
192,1759334401,60992.257742402326,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
193,1759334701,70502.65253305685,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
194,1759335001,66247.43925353824,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
195,1759335301,65656.00208969865,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
196,1759335601,68821.84713304348,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
197,1759335901,72679.19044117401,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
198,1759336201,67046.15473145418,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
199,1759336501,72515.73055162854,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
200,1759336801,71566.51956252288,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
201,1759337101,75375.81290752876,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
202,1759337401,76321.29329561233,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
203,1759337701,68443.66048052524,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
204,1759338001,78394.6533045801,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
205,1759338301,74948.81769830563,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
206,1759338601,77652.16806226604,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
207,1759338901,73707.43056443636,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
208,1759339201,76051.533383264,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
209,1759339501,70905.47192052519,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
210,1759339801,86593.25616328404,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
211,1759340101,78583.29116011213,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
212,1759340401,70428.86800531951,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
213,1759340701,80363.63656812567,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
214,1759341001,82132.66281568653,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
215,1759341301,82988.850300088,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
216,1759341601,79513.1648539949,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
217,1759341901,80384.18637864369,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
218,1759342201,80129.04554403921,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
219,1759342501,87818.27541864221,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
220,1759342801,78969.0141278515,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
221,1759343101,81046.92111820487,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
222,1759343401,77442.93856736887,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
223,1759343701,79454.35141391218,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
224,1759344001,76358.3170283523,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
225,1759344301,79762.37738234954,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
226,1759344601,80679.5142959086,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
227,1759344901,91289.92402278987,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
228,1759345201,83080.58876589926,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
229,1759345501,84810.26758779895,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
230,1759345801,83836.10553591904,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
231,1759346101,81317.02946318671,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
232,1759346401,81034.31742734059,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
233,1759346701,79989.87742186859,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
234,1759347001,80939.31701576183,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
235,1759347301,85368.69526844047,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
236,1759347601,81154.73411230282,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
237,1759347901,74833.01822079907,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
238,1759348201,79315.52201025277,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
239,1759348501,69304.13455075258,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
240,1759348801,64871.53221166341,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
241,1759349101,65731.90223131348,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
242,1759349401,64939.562128731544,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
243,1759349701,58731.28749716782,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
244,1759350001,61821.36975965731,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
245,1759350301,57324.563526144884,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
246,1759350601,61668.719797070116,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
